,Priority,Status,Issue id,Issue key,Created,Resolved
2498,P2,Verified,SERVER-6956,SERVER,2017-09-28T15:51:12.000,
2499,P2,Closed,CMM-815,CMM,2017-09-28T16:16:45.000,2017-10-16T16:41:13.000
2500,Needs_Triage,Resolved,SERVER-6957,SERVER,2017-09-28T16:24:28.000,2019-02-01T16:46:25.000
2501,P4,Resolved,CLIENT-6567,CLIENT,2017-09-28T18:00:55.000,2018-02-09T13:55:23.000
2502,P4,Resolved,CLIENT-6568,CLIENT,2017-09-28T18:05:55.000,2018-05-18T14:48:51.000
2503,Needs_Triage,Resolved,CLIENT-6569,CLIENT,2017-09-28T18:09:39.000,2017-09-29T16:34:22.000
2504,P2,Resolved,CLIENT-6570,CLIENT,2017-09-28T18:12:12.000,2017-10-11T14:50:36.000
2505,Needs_Triage,Resolved,CLIENT-6571,CLIENT,2017-09-28T18:15:29.000,2017-09-29T15:28:10.000
2506,Needs_Triage,Resolved,SERVER-6961,SERVER,2017-09-28T18:16:59.000,2019-02-01T16:46:27.000
2507,Needs_Triage,Resolved,CLIENT-6573,CLIENT,2017-09-28T18:20:56.000,2017-09-29T15:14:07.000
2508,Needs_Triage,Resolved,SERVER-6958,SERVER,2017-09-28T18:59:48.000,2017-11-03T15:54:47.000
2509,P3,Resolved,CMM-816,CMM,2017-09-29T10:57:14.000,2018-06-04T13:42:55.000
2510,Needs_Triage,Resolved,SERVER-6960,SERVER,2017-09-29T12:55:11.000,2017-09-29T17:05:10.000
2511,Needs_Triage,Resolved,CMM-820,CMM,2017-09-29T13:06:57.000,2017-09-29T21:51:01.000
2512,P3,Resolved,CLIENT-6574,CLIENT,2017-09-29T14:30:04.000,2018-06-07T06:51:13.000
2513,Needs_Triage,Resolved,CLIENT-6575,CLIENT,2017-09-29T17:25:51.000,2017-10-02T13:18:16.000
2514,Needs_Triage,Resolved,CLIENT-6577,CLIENT,2017-09-29T17:30:57.000,2017-10-02T14:42:06.000
2515,Needs_Triage,Verified,CMM-822,CMM,2017-09-29T17:44:07.000,
2516,Needs_Triage,Resolved,SERVER-6964,SERVER,2017-09-29T17:44:53.000,2018-05-22T16:44:58.000
2517,Needs_Triage,Verified,CMM-823,CMM,2017-09-29T17:54:44.000,
2518,Needs_Triage,Resolved,SERVER-6965,SERVER,2017-09-29T18:15:40.000,2018-08-31T13:09:18.000
2519,Needs_Triage,Verified,SERVER-6966,SERVER,2017-09-29T18:31:18.000,
2520,P5,Closed,CMM-825,CMM,2017-10-02T11:37:23.000,2017-10-03T14:41:07.000
2521,P3,Resolved,CMM-826,CMM,2017-10-02T11:47:16.000,2018-03-15T13:08:17.000
2522,Needs_Triage,Resolved,SERVER-6972,SERVER,2017-10-02T12:09:34.000,2017-10-02T15:53:07.000
2523,Needs_Triage,Resolved,SERVER-6973,SERVER,2017-10-02T12:17:33.000,2019-02-01T16:45:58.000
2524,P3,Resolved,CMM-827,CMM,2017-10-02T15:44:12.000,2017-10-04T10:36:06.000
2525,Needs_Triage,Verified,SERVER-6975,SERVER,2017-10-02T16:34:08.000,
2526,P3,Resolved,CLIENT-6578,CLIENT,2017-10-02T17:48:55.000,2017-10-16T14:32:30.000
2527,Needs_Triage,Resolved,SERVER-6977,SERVER,2017-10-02T19:19:58.000,2019-02-01T16:46:16.000
2528,Needs_Triage,Resolved,SERVER-6979,SERVER,2017-10-03T09:25:01.000,2018-02-02T14:16:22.000
2529,Needs_Triage,Resolved,SERVER-6981,SERVER,2017-10-03T12:02:33.000,2019-02-01T16:47:09.000
2530,P2,Resolved,CLIENT-6579,CLIENT,2017-10-03T12:29:58.000,2017-10-19T15:50:59.000
2531,Needs_Triage,Verified,CMM-828,CMM,2017-10-03T12:40:09.000,
2532,P2,Confirmed,CMM-829,CMM,2017-10-03T14:31:01.000,
2533,P3,Resolved,CLIENT-6581,CLIENT,2017-10-03T15:42:02.000,2017-10-13T17:11:08.000
2534,Needs_Triage,Verified,SERVER-6983,SERVER,2017-10-03T16:38:14.000,
2535,Needs_Triage,Resolved,CLIENT-6582,CLIENT,2017-10-03T16:51:39.000,2017-10-03T17:35:40.000
2536,Needs_Triage,Resolved,CMM-831,CMM,2017-10-03T17:04:53.000,2017-10-05T11:28:44.000
2537,P2,Confirmed,CMM-833,CMM,2017-10-03T17:31:03.000,
2538,P1,Resolved,CMM-834,CMM,2017-10-03T17:31:10.000,2018-05-15T13:02:17.000
2539,P3,Resolved,CMM-835,CMM,2017-10-03T18:08:04.000,2017-10-06T14:36:06.000
2540,P3,Resolved,CMM-837,CMM,2017-10-04T00:56:49.000,2018-05-24T10:52:21.000
2541,Needs_Triage,Closed,CMM-838,CMM,2017-10-04T08:56:39.000,2017-10-05T10:03:43.000
2542,P2,Confirmed,CMM-839,CMM,2017-10-04T09:29:39.000,
2543,Needs_Triage,Closed,CMM-840,CMM,2017-10-04T09:52:57.000,2017-10-10T11:19:42.000
2544,P3,Resolved,CLIENT-6583,CLIENT,2017-10-04T10:00:31.000,2018-01-17T17:00:14.000
2545,P3,Confirmed,CMM-841,CMM,2017-10-04T10:32:12.000,
2546,P3,Verified,CMM-842,CMM,2017-10-04T10:34:09.000,
2547,P2,Resolved,CMM-843,CMM,2017-10-04T11:04:11.000,2017-12-05T10:27:33.000
2548,P2,Resolved,CMM-844,CMM,2017-10-04T11:05:47.000,2017-12-05T10:27:27.000
2549,P2,Resolved,CMM-845,CMM,2017-10-04T11:10:53.000,2019-01-22T00:14:33.000
2550,P2,Resolved,CMM-846,CMM,2017-10-04T11:14:36.000,2018-01-11T11:51:49.000
2551,P3,Resolved,SERVER-6986,SERVER,2017-10-04T11:16:18.000,2017-10-20T12:10:55.000
2552,P2,Resolved,CLIENT-6584,CLIENT,2017-10-04T12:33:58.000,2018-01-08T14:58:35.000
2553,P3,Resolved,CMM-847,CMM,2017-10-04T15:48:14.000,2017-11-14T14:43:18.000
2554,Needs_Triage,Closed,CMM-849,CMM,2017-10-04T17:27:08.000,2017-10-05T09:58:51.000
2555,P3,Resolved,CMM-850,CMM,2017-10-04T17:29:57.000,2017-10-09T10:40:40.000
2556,P2,Verified,CMM-851,CMM,2017-10-04T19:24:52.000,
2557,Needs_Triage,Verified,CMM-852,CMM,2017-10-04T20:51:25.000,
2558,Needs_Triage,Verified,CMM-853,CMM,2017-10-04T21:08:08.000,
2559,Needs_Triage,Resolved,SERVER-6991,SERVER,2017-10-04T21:14:19.000,2017-10-31T16:19:58.000
2560,P3,Resolved,CLIENT-6586,CLIENT,2017-10-05T09:43:37.000,2018-06-11T11:07:34.000
2561,Needs_Triage,Resolved,CLIENT-6587,CLIENT,2017-10-05T09:54:45.000,2017-10-09T15:32:01.000
2562,Needs_Triage,Resolved,CMM-854,CMM,2017-10-05T10:03:58.000,2017-10-05T11:30:12.000
2563,P2,Resolved,CLIENT-6588,CLIENT,2017-10-05T10:10:57.000,2017-10-20T10:51:32.000
2564,P2,Resolved,CLIENT-6589,CLIENT,2017-10-05T10:17:53.000,2017-10-13T10:40:53.000
2565,P2,Resolved,CMM-855,CMM,2017-10-05T10:46:58.000,2018-06-01T08:41:41.000
2566,P3,Resolved,CMM-856,CMM,2017-10-05T10:57:02.000,2018-08-29T18:30:16.000
2567,P2,Resolved,CLIENT-6590,CLIENT,2017-10-05T14:52:53.000,2018-02-12T17:20:27.000
2568,P4,Verified,SERVER-6998,SERVER,2017-10-05T15:42:59.000,
2569,P3,Confirmed,CMM-857,CMM,2017-10-05T16:53:08.000,
2570,P2,Resolved,CMM-858,CMM,2017-10-05T17:06:00.000,2018-02-26T16:08:02.000
2571,P2,Verified,CMM-859,CMM,2017-10-05T17:09:55.000,
2572,P3,Resolved,CLIENT-6591,CLIENT,2017-10-05T17:19:30.000,2017-10-24T09:52:08.000
2573,P3,Resolved,CMM-860,CMM,2017-10-05T17:38:56.000,2018-04-06T14:07:13.000
2574,P3,Verified,CMM-861,CMM,2017-10-05T18:01:01.000,
2575,P3,Resolved,CMM-862,CMM,2017-10-05T22:36:02.000,2017-10-06T12:46:25.000
2576,P2,Resolved,CMM-863,CMM,2017-10-06T08:31:12.000,2017-10-06T10:19:02.000
2577,P2,Resolved,CMM-864,CMM,2017-10-06T10:32:24.000,2017-10-08T18:06:36.000
2578,P4,Resolved,CLIENT-6593,CLIENT,2017-10-06T11:29:01.000,2019-01-24T14:35:36.000
2579,Needs_Triage,Closed,CMM-865,CMM,2017-10-06T12:36:47.000,2017-10-13T10:32:01.000
2580,P3,Resolved,CMM-866,CMM,2017-10-06T13:03:16.000,2018-06-04T13:40:19.000
2581,P2,Resolved,CMM-867,CMM,2017-10-06T13:20:06.000,2018-05-09T11:13:16.000
2582,P2,Confirmed,CMM-868,CMM,2017-10-06T13:28:47.000,
2583,Needs_Triage,Resolved,CLIENT-6594,CLIENT,2017-10-06T14:22:04.000,2018-02-14T11:11:20.000
2584,P3,Resolved,SERVER-7004,SERVER,2017-10-06T14:22:57.000,2017-11-03T18:32:08.000
2585,Needs_Triage,Closed,SERVER-7005,SERVER,2017-10-06T14:38:28.000,2017-10-06T15:04:12.000
2586,P3,Confirmed,CMM-869,CMM,2017-10-06T15:16:36.000,
2587,P3,Confirmed,CMM-870,CMM,2017-10-06T15:39:06.000,
2588,P2,Resolved,CMM-871,CMM,2017-10-06T16:10:54.000,2018-02-26T16:06:25.000
2589,Needs_Triage,Resolved,CMM-872,CMM,2017-10-06T16:21:59.000,2017-10-09T11:50:17.000
2590,Needs_Triage,Resolved,SERVER-7006,SERVER,2017-10-06T16:33:24.000,2017-10-11T12:37:25.000
2591,P3,Resolved,CMM-874,CMM,2017-10-06T16:41:12.000,2018-06-15T16:27:20.000
2592,P2,Resolved,CLIENT-6595,CLIENT,2017-10-06T16:44:55.000,2017-10-16T11:23:04.000
2593,P2,Resolved,SERVER-7028,SERVER,2017-10-06T16:59:22.000,2017-12-20T18:20:06.000
2594,Needs_Triage,Resolved,SERVER-7007,SERVER,2017-10-06T18:21:39.000,2017-10-09T08:42:59.000
2595,Needs_Triage,Resolved,SERVER-7008,SERVER,2017-10-06T18:27:27.000,2017-10-10T09:15:33.000
2596,Needs_Triage,Resolved,SERVER-7009,SERVER,2017-10-06T18:28:53.000,2017-10-10T09:13:50.000
2597,P4,Closed,SERVER-7010,SERVER,2017-10-06T18:33:55.000,2017-10-19T11:21:59.000
2598,P4,Closed,SERVER-7011,SERVER,2017-10-06T18:35:28.000,2017-10-19T10:18:12.000
2599,P4,Resolved,SERVER-7012,SERVER,2017-10-06T18:38:16.000,2017-10-19T10:13:42.000
2600,Needs_Triage,Resolved,SERVER-7013,SERVER,2017-10-06T18:52:59.000,2017-10-09T08:56:05.000
2601,Needs_Triage,Resolved,SERVER-7014,SERVER,2017-10-06T18:54:34.000,2017-10-10T09:09:50.000
2602,P3,Resolved,CMM-875,CMM,2017-10-06T19:33:13.000,2018-06-04T13:43:34.000
2603,Needs_Triage,Closed,CMM-876,CMM,2017-10-06T19:44:40.000,2017-10-06T20:31:58.000
2604,Needs_Triage,Resolved,CLIENT-6597,CLIENT,2017-10-09T07:29:39.000,2018-06-12T11:25:36.000
2605,Needs_Triage,Verified,CLIENT-6598,CLIENT,2017-10-09T09:07:56.000,
2606,Needs_Triage,Resolved,CMM-877,CMM,2017-10-09T09:35:01.000,2017-10-09T13:37:15.000
2607,P3,Resolved,SERVER-7015,SERVER,2017-10-09T11:06:43.000,2018-11-08T13:47:51.000
2608,P3,Resolved,SERVER-7016,SERVER,2017-10-09T11:28:46.000,2019-02-01T16:46:50.000
2609,P3,Resolved,SERVER-7017,SERVER,2017-10-09T11:54:43.000,2019-02-01T16:46:37.000
2610,P2,Resolved,CMM-879,CMM,2017-10-09T11:56:29.000,2017-11-09T18:45:40.000
2611,P2,Resolved,CMM-880,CMM,2017-10-09T12:15:00.000,2017-10-09T13:21:49.000
2612,P3,Resolved,CLIENT-6599,CLIENT,2017-10-09T13:15:44.000,2017-10-24T17:55:35.000
2613,P3,Resolved,CMM-881,CMM,2017-10-09T13:47:56.000,2017-11-21T10:15:42.000
2614,Needs_Triage,Verified,CMM-882,CMM,2017-10-09T14:18:34.000,
2615,Needs_Triage,Verified,CMM-883,CMM,2017-10-09T14:41:37.000,
2616,P4,Resolved,CMM-884,CMM,2017-10-09T15:27:02.000,2017-10-23T14:49:34.000
2617,P3,Resolved,CMM-885,CMM,2017-10-09T15:29:34.000,2018-12-04T12:02:20.000
2618,P3,Resolved,SERVER-7021,SERVER,2017-10-09T20:33:25.000,2017-10-10T11:01:32.000
2619,Needs_Triage,Resolved,SERVER-7022,SERVER,2017-10-09T21:36:03.000,2017-10-10T13:20:16.000
2620,Needs_Triage,Resolved,CMM-886,CMM,2017-10-10T09:32:33.000,2017-10-10T15:23:31.000
2621,Needs_Triage,Verified,CMM-887,CMM,2017-10-10T10:14:44.000,
2622,P3,Resolved,CLIENT-6601,CLIENT,2017-10-10T11:03:45.000,2018-01-17T17:00:01.000
2623,P3,Resolved,CLIENT-6602,CLIENT,2017-10-10T11:13:55.000,2018-01-17T16:59:40.000
2624,P3,Resolved,CLIENT-6603,CLIENT,2017-10-10T13:27:27.000,2017-10-17T14:21:16.000
2625,P2,Resolved,CLIENT-6604,CLIENT,2017-10-10T13:47:28.000,2017-10-12T18:15:07.000
2626,Needs_Triage,Resolved,CLIENT-6605,CLIENT,2017-10-10T15:06:19.000,2017-10-12T15:03:17.000
2627,P2,Resolved,CLIENT-6606,CLIENT,2017-10-10T15:11:08.000,2017-10-19T13:45:22.000
2628,P3,Resolved,CMM-890,CMM,2017-10-10T15:11:59.000,2018-12-04T13:04:30.000
2629,Needs_Triage,Resolved,CMM-891,CMM,2017-10-10T15:22:25.000,2017-10-11T11:30:56.000
2630,Needs_Triage,Resolved,CMM-892,CMM,2017-10-10T16:00:30.000,2017-10-11T11:30:07.000
2631,P3,Resolved,CLIENT-6607,CLIENT,2017-10-10T16:05:44.000,2017-10-20T11:28:27.000
2632,P2,Resolved,CMM-893,CMM,2017-10-10T16:21:31.000,2017-12-22T11:33:45.000
2633,Needs_Triage,Resolved,SERVER-7029,SERVER,2017-10-10T16:27:30.000,2017-10-10T16:38:36.000
2634,Needs_Triage,Resolved,SERVER-7030,SERVER,2017-10-10T17:20:31.000,2017-10-11T11:00:19.000
2635,Needs_Triage,Resolved,CLIENT-6608,CLIENT,2017-10-10T17:35:42.000,2017-10-10T17:35:49.000
2636,P3,Resolved,SERVER-7031,SERVER,2017-10-10T18:01:32.000,2019-02-01T16:46:12.000
2637,P2,Resolved,CLIENT-6609,CLIENT,2017-10-11T11:28:59.000,2017-10-20T12:04:56.000
2638,P3,Resolved,CLIENT-6610,CLIENT,2017-10-11T11:29:37.000,2017-10-20T13:11:04.000
2639,P2,Resolved,SERVER-7130,SERVER,2017-10-11T11:31:30.000,2017-10-30T12:47:48.000
2640,Needs_Triage,Resolved,CMM-894,CMM,2017-10-11T12:00:26.000,2017-10-11T12:58:31.000
2641,Needs_Triage,Verified,CMM-895,CMM,2017-10-11T12:40:19.000,
2642,Needs_Triage,Resolved,SERVER-7034,SERVER,2017-10-11T12:50:53.000,2017-10-12T10:49:45.000
2643,P2,Resolved,CMM-896,CMM,2017-10-11T13:22:14.000,2018-03-07T16:40:13.000
2644,Needs_Triage,Resolved,CLIENT-6612,CLIENT,2017-10-11T15:22:01.000,2017-11-02T14:25:14.000
2645,Needs_Triage,Resolved,CMM-897,CMM,2017-10-11T18:55:42.000,2017-10-13T10:48:01.000
2646,Needs_Triage,Resolved,CLIENT-6615,CLIENT,2017-10-12T10:30:07.000,2017-10-12T10:50:41.000
2647,P2,Resolved,CMM-898,CMM,2017-10-12T13:33:55.000,2018-04-23T16:08:43.000
2648,P2,Confirmed,CMM-899,CMM,2017-10-12T14:15:12.000,
2649,P1,Resolved,SERVER-7037,SERVER,2017-10-12T14:21:26.000,2017-10-12T18:44:50.000
2650,P1,Resolved,SERVER-7038,SERVER,2017-10-12T14:22:43.000,2017-10-30T10:32:19.000
2651,P2,Resolved,CMM-900,CMM,2017-10-12T14:41:28.000,2018-02-26T16:10:02.000
2652,Needs_Triage,Closed,CMM-901,CMM,2017-10-12T15:19:12.000,2017-10-12T16:28:33.000
2653,P3,Resolved,CLIENT-6616,CLIENT,2017-10-12T15:41:21.000,2018-01-17T15:38:57.000
2654,P3,Confirmed,CMM-902,CMM,2017-10-12T16:01:29.000,
2655,P2,In Progress,CMM-903,CMM,2017-10-12T16:20:47.000,
2656,P3,Resolved,SERVER-7040,SERVER,2017-10-12T17:26:50.000,2017-10-27T15:36:40.000
2657,P3,Confirmed,CMM-904,CMM,2017-10-12T18:27:01.000,
2658,P2,Verified,CMM-905,CMM,2017-10-12T18:34:25.000,
2659,Needs_Triage,Closed,CMM-906,CMM,2017-10-12T18:39:27.000,2017-10-13T11:32:18.000
2660,P2,Resolved,CMM-907,CMM,2017-10-12T18:40:49.000,2018-03-21T10:07:58.000
2661,P3,Confirmed,CMM-908,CMM,2017-10-12T19:10:21.000,
2662,P3,Resolved,CMM-909,CMM,2017-10-12T19:15:03.000,2018-06-01T17:29:33.000
2663,Needs_Triage,Resolved,SERVER-7041,SERVER,2017-10-12T22:31:31.000,2017-10-12T22:36:36.000
2664,Needs_Triage,Closed,CMM-910,CMM,2017-10-13T10:14:22.000,2017-10-13T10:20:08.000
2665,Needs_Triage,Verified,CLIENT-6617,CLIENT,2017-10-13T11:33:18.000,
2666,P2,Resolved,CMM-911,CMM,2017-10-13T12:00:38.000,2018-02-26T16:11:21.000
2667,P3,Resolved,SERVER-7045,SERVER,2017-10-13T14:03:33.000,2018-01-19T17:56:02.000
2668,P3,Resolved,CMM-912,CMM,2017-10-13T14:09:16.000,2018-08-17T13:10:43.000
2669,P3,Resolved,CLIENT-6618,CLIENT,2017-10-13T15:07:49.000,2018-01-12T15:55:03.000
2670,P2,Resolved,CLIENT-6619,CLIENT,2017-10-13T15:12:59.000,2017-10-30T08:11:37.000
2671,P2,Resolved,CLIENT-6620,CLIENT,2017-10-13T15:15:29.000,2017-10-26T13:27:45.000
2672,P2,Resolved,CMM-913,CMM,2017-10-13T15:30:39.000,2017-10-20T13:04:47.000
2673,P2,Resolved,CLIENT-6640,CLIENT,2017-10-13T17:58:05.000,2018-03-08T08:34:33.000
2674,P2,Resolved,CMM-914,CMM,2017-10-13T18:28:49.000,2017-11-21T10:15:13.000
2675,Needs_Triage,Closed,SERVER-7052,SERVER,2017-10-15T13:29:34.000,2017-11-24T16:20:19.000
2676,P2,Resolved,CMM-915,CMM,2017-10-15T17:54:45.000,2018-02-26T16:13:38.000
2677,P2,Resolved,CMM-916,CMM,2017-10-15T17:57:24.000,2018-02-26T16:15:13.000
2678,P2,Resolved,CMM-917,CMM,2017-10-15T17:59:39.000,2018-07-17T14:08:37.000
2679,P2,Resolved,CMM-918,CMM,2017-10-15T18:02:43.000,2018-09-07T09:11:57.000
2680,P2,Resolved,SERVER-7053,SERVER,2017-10-16T08:18:31.000,2017-10-20T11:37:51.000
2681,P3,Resolved,SERVER-7054,SERVER,2017-10-16T09:09:39.000,2017-10-16T13:21:02.000
2682,P3,Resolved,CLIENT-6622,CLIENT,2017-10-16T09:58:35.000,2018-06-15T09:55:00.000
2683,Needs_Triage,Resolved,CLIENT-6624,CLIENT,2017-10-16T11:55:50.000,2017-10-19T13:30:08.000
2684,P3,Resolved,CLIENT-6625,CLIENT,2017-10-16T12:25:00.000,2018-01-17T16:59:09.000
2685,Needs_Triage,Resolved,SERVER-7056,SERVER,2017-10-16T13:50:20.000,2017-10-20T11:35:33.000
2686,P3,Resolved,CMM-920,CMM,2017-10-16T15:33:51.000,2017-11-06T17:22:40.000
2687,P2,Resolved,CLIENT-6627,CLIENT,2017-10-16T16:19:52.000,2017-11-05T18:25:42.000
2688,Needs_Triage,Resolved,SERVER-7157,SERVER,2017-10-16T16:31:34.000,2019-02-06T12:58:28.000
2689,P3,Resolved,CLIENT-6629,CLIENT,2017-10-16T16:37:07.000,2017-12-18T11:28:30.000
2690,P3,Resolved,SERVER-7058,SERVER,2017-10-16T20:28:41.000,2017-10-17T09:55:56.000
2691,Needs_Triage,Resolved,CLIENT-6630,CLIENT,2017-10-17T08:11:52.000,2017-11-02T14:35:00.000
2692,P3,Resolved,CLIENT-6631,CLIENT,2017-10-17T09:13:34.000,2017-12-06T11:02:08.000
2693,P2,Resolved,CLIENT-6632,CLIENT,2017-10-17T11:01:34.000,2017-10-27T11:01:32.000
2694,Needs_Triage,Resolved,CLIENT-6633,CLIENT,2017-10-17T13:44:50.000,2017-10-24T11:54:33.000
2695,P3,Resolved,SERVER-7060,SERVER,2017-10-17T14:32:32.000,2019-02-01T16:46:38.000
2696,P1,Resolved,SERVER-7061,SERVER,2017-10-17T15:07:09.000,2017-12-06T09:13:12.000
2697,P3,Resolved,CLIENT-6634,CLIENT,2017-10-17T16:16:23.000,2019-03-28T15:04:09.000
2698,P3,Resolved,SERVER-7063,SERVER,2017-10-17T17:31:03.000,2019-03-13T12:08:18.000
2699,P2,Resolved,SERVER-7064,SERVER,2017-10-17T18:37:41.000,2017-10-19T17:59:47.000
2700,P3,Resolved,SERVER-7065,SERVER,2017-10-17T22:18:06.000,2019-02-01T16:46:08.000
2701,P3,Resolved,CMM-921,CMM,2017-10-18T10:50:31.000,2017-11-06T16:45:09.000
2702,P3,Closed,SERVER-7068,SERVER,2017-10-18T11:54:49.000,2017-10-27T15:49:00.000
2703,Needs_Triage,Resolved,CLIENT-6635,CLIENT,2017-10-18T12:07:14.000,2017-10-19T10:42:37.000
2704,P1,Closed,CMM-922,CMM,2017-10-18T12:56:50.000,2017-10-19T16:18:07.000
2705,P3,Resolved,SERVER-7070,SERVER,2017-10-18T17:36:52.000,2019-04-24T21:25:54.000
2706,P1,Closed,CMM-923,CMM,2017-10-19T08:51:34.000,2017-10-19T15:12:12.000
2707,Needs_Triage,Resolved,CLIENT-6636,CLIENT,2017-10-19T11:03:03.000,2017-10-19T11:48:53.000
2708,P3,Resolved,SERVER-7073,SERVER,2017-10-19T12:03:21.000,2017-10-30T09:27:35.000
2709,P3,Confirmed,CMM-926,CMM,2017-10-19T13:08:48.000,
2710,Needs_Triage,Resolved,CLIENT-6637,CLIENT,2017-10-19T14:17:40.000,2017-10-20T11:33:36.000
2711,P2,Resolved,SERVER-7074,SERVER,2017-10-19T14:45:37.000,2017-10-27T15:11:41.000
2712,P2,Resolved,CLIENT-6638,CLIENT,2017-10-19T15:15:57.000,2017-10-30T13:16:39.000
2713,P3,Assigned,SERVER-7075,SERVER,2017-10-19T15:41:55.000,
2714,P3,Resolved,SERVER-7078,SERVER,2017-10-19T16:14:08.000,2019-02-20T12:55:00.000
2715,P3,New,SERVER-7079,SERVER,2017-10-19T16:16:53.000,
2716,P2,Resolved,SERVER-7080,SERVER,2017-10-19T16:17:51.000,2017-10-25T12:57:44.000
2717,P3,Resolved,SERVER-7081,SERVER,2017-10-19T16:32:59.000,2018-01-31T15:50:35.000
2718,Needs_Triage,Verified,CLIENT-6639,CLIENT,2017-10-19T17:03:45.000,
2719,P3,Resolved,CMM-927,CMM,2017-10-19T17:10:14.000,2018-08-07T10:58:13.000
2720,P3,Resolved,CMM-928,CMM,2017-10-19T17:11:37.000,2018-08-07T10:52:30.000
2721,P3,Resolved,CMM-929,CMM,2017-10-19T17:12:53.000,2018-08-07T10:55:25.000
2722,P3,Resolved,CMM-930,CMM,2017-10-19T17:13:41.000,2018-08-07T10:56:37.000
2723,P3,Resolved,CMM-931,CMM,2017-10-19T17:15:58.000,2017-12-01T15:53:22.000
2724,P3,Resolved,CMM-932,CMM,2017-10-19T17:17:46.000,2018-08-07T11:03:09.000
2725,P3,Resolved,CMM-933,CMM,2017-10-19T17:19:35.000,2018-06-22T11:52:12.000
2726,P3,Resolved,CMM-934,CMM,2017-10-19T17:24:12.000,2018-08-07T11:01:53.000
2727,P3,Resolved,CMM-935,CMM,2017-10-19T17:25:29.000,2018-08-07T10:54:32.000
2728,P3,Resolved,CMM-936,CMM,2017-10-19T17:34:41.000,2017-11-21T10:37:44.000
2729,P3,Resolved,CMM-937,CMM,2017-10-19T17:40:07.000,2018-08-07T10:53:23.000
2730,P3,Resolved,CMM-939,CMM,2017-10-20T15:12:54.000,2018-12-04T13:13:08.000
2731,P3,Resolved,SERVER-7084,SERVER,2017-10-20T15:19:58.000,2018-12-04T15:36:24.000
2732,P3,Resolved,CLIENT-6641,CLIENT,2017-10-20T15:33:49.000,2017-11-09T09:56:17.000
2733,P3,Resolved,CLIENT-6642,CLIENT,2017-10-20T15:54:01.000,2018-01-12T12:49:56.000
2734,P2,Resolved,CLIENT-6643,CLIENT,2017-10-20T15:55:16.000,2017-10-24T11:56:30.000
2735,P2,Resolved,CLIENT-6644,CLIENT,2017-10-20T15:56:11.000,2017-10-25T14:32:48.000
2736,Needs_Triage,Resolved,CLIENT-6645,CLIENT,2017-10-20T15:59:30.000,2017-10-24T17:55:59.000
2737,Needs_Triage,Resolved,CLIENT-6646,CLIENT,2017-10-20T16:15:13.000,2017-10-24T09:39:41.000
2738,Needs_Triage,Resolved,CLIENT-6647,CLIENT,2017-10-20T16:15:59.000,2017-10-24T17:57:24.000
2739,P2,Resolved,CLIENT-6648,CLIENT,2017-10-20T16:16:56.000,2017-10-27T14:57:45.000
2740,Needs_Triage,Resolved,SERVER-7085,SERVER,2017-10-20T16:21:09.000,2017-11-08T11:11:38.000
2741,P3,Resolved,CLIENT-6649,CLIENT,2017-10-20T16:21:51.000,2017-11-08T17:51:26.000
2742,P3,Resolved,SERVER-7087,SERVER,2017-10-20T17:13:47.000,2019-02-20T12:55:35.000
2743,P3,Resolved,SERVER-7089,SERVER,2017-10-23T12:00:14.000,2017-12-20T16:51:04.000
2744,Needs_Triage,Resolved,SERVER-7090,SERVER,2017-10-23T12:09:07.000,2017-10-27T11:30:35.000
2745,P3,Resolved,CLIENT-6650,CLIENT,2017-10-23T13:48:22.000,2017-12-21T13:38:17.000
2746,P2,Verified,SERVER-7092,SERVER,2017-10-23T13:55:30.000,
2747,P3,Resolved,SERVER-7093,SERVER,2017-10-23T14:58:44.000,2019-02-20T12:55:59.000
2748,Needs_Triage,Resolved,SERVER-7095,SERVER,2017-10-23T15:33:19.000,2017-10-27T11:45:08.000
2749,P3,Resolved,SERVER-7096,SERVER,2017-10-23T18:21:50.000,2019-02-20T12:55:49.000
2750,P3,Resolved,CLIENT-6670,CLIENT,2017-10-24T10:32:59.000,2018-04-13T09:17:56.000
2751,P3,Resolved,CLIENT-6651,CLIENT,2017-10-24T10:58:40.000,2018-01-17T16:58:35.000
2752,P3,Resolved,SERVER-7098,SERVER,2017-10-24T11:03:51.000,2017-12-07T14:00:39.000
2753,P3,Resolved,SERVER-7099,SERVER,2017-10-24T11:14:26.000,2019-03-13T12:20:18.000
2754,Needs_Triage,Resolved,CMM-944,CMM,2017-10-24T11:39:14.000,2017-11-21T10:13:18.000
2755,Needs_Triage,Resolved,SERVER-7100,SERVER,2017-10-24T11:47:30.000,2017-10-26T18:07:36.000
2756,P2,Resolved,CLIENT-6652,CLIENT,2017-10-24T12:48:37.000,2017-10-26T11:07:36.000
2757,Needs_Triage,Resolved,SERVER-7102,SERVER,2017-10-24T12:54:33.000,2018-06-22T15:26:10.000
2758,Needs_Triage,Resolved,SERVER-7103,SERVER,2017-10-24T14:14:10.000,2019-03-13T15:04:11.000
2759,P3,Resolved,CLIENT-6653,CLIENT,2017-10-24T14:28:32.000,2017-11-01T12:55:23.000
2760,Needs_Triage,Closed,SERVER-7104,SERVER,2017-10-24T18:05:56.000,2017-10-26T14:23:46.000
2761,P4,Resolved,SERVER-7105,SERVER,2017-10-25T10:50:51.000,2019-04-26T11:31:56.000
